name,category,calories,protein,fat,carbs
"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Lunch,635,20.1,7.94,0
"Beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, pan-fried",Lunch,228,33.9,8.33,2.03
"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",Lunch,250,34.1,11.6,0
"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",Lunch,224,30.7,10.3,0
"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",Lunch,266,33,13.8,0
"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",Lunch,686,22.2,7.68,0
"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",Lunch,225,34.6,8.54,0
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Lunch,165,20.3,9.29,0
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Lunch,914,20.4,14.6,0
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Lunch,284,24.8,19.8,0
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Lunch,955,20,15.8,0
"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Lunch,1160,26.2,18.4,0
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",Lunch,224,20.6,15,0
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Lunch,1050,26.7,15.1,0
"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, raw",Lunch,1180,19,22.2,0
"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",Lunch,273,26.4,17.8,0
"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",Lunch,1380,23.9,25.4,0
"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",Lunch,1040,19.4,18.5,0
"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",Lunch,262,26.5,16.5,0
"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Lunch,842,20.3,12.7,0
"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",Lunch,243,27,14.2,0
"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Lunch,895,19.9,14.3,0
"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",Lunch,257,26.8,15.8,0
"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",Lunch,172,28.1,5.82,0
"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Lunch,746,28.5,6.25,0
"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Lunch,169,28.7,5.17,0
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Lunch,805,27.7,8.23,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",Lunch,165,20.6,8.55,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",Lunch,925,25.7,12.4,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",Lunch,174,20.6,9.51,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Lunch,841,26.4,9.78,0
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",Lunch,906,26.1,11.6,0
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled",Lunch,184,26.2,8,0
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Lunch,170,30.1,4.62,0
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Lunch,676,29.7,3.85,0
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",Lunch,133,20.5,5.71,0
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Lunch,169,20.2,9.86,0
"Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",Lunch,856,26.7,10.1,0
"Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",Lunch,233,24.2,14.4,0
"Alcoholic beverage, beer, regular, all",Snack,43,0.46,0,3.55
"Alcoholic beverage, beer, regular, BUDWEISER",Snack,170,0.36,0,2.97
"Alcoholic beverage, beer, light, BUDWEISER SELECT",Snack,117,0.2,0,0.87
"Alcoholic beverage, beer, light",Snack,123,0.24,0,1.64
"Alcoholic beverage, pina colada, canned",Snack,237,0.6,7.6,27.6
"Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink",Snack,38,0.42,1.04,6.59
"Alcoholic beverage, pina colada, prepared-from-recipe",Snack,728,0.42,1.88,22.7
"Alcoholic beverage, tequila sunrise, canned",Snack,110,0.3,0.1,11.3
"Candies, milk chocolate, with almonds",Snack,526,9,34.4,53.4
"Candies, milk chocolate, with rice cereal",Snack,511,7.64,29.4,59.7
"Candies, MARS SNACKFOOD US, MILKY WAY Bar",Snack,1910,4.01,17.2,71.2
"Candies, HERSHEY'S SKOR Toffee Bar",Snack,541,3.13,30.4,63.7
"Toppings, strawberry",Snack,254,0.2,0.1,66.3
"Candies, MOUNDS Candy Bar",Snack,493,4.6,26.6,58.9
"Candies, MR. GOODBAR Chocolate Bar",Snack,2250,10.2,33.2,54.3
"Candies, NESTLE, 100 GRAND Bar",Snack,468,2.5,19.3,71
"Candies, NESTLE, CRUNCH Bar and Dessert Topping",Snack,500,5,26,67
"Candies, REESE'S Peanut Butter Cups",Snack,2150,10.2,30.5,55.4
"Candies, REESE'S PIECES Candy",Snack,2080,12.5,24.8,59.9
"Candies, ROLO Caramels in Milk Chocolate",Snack,1980,5.08,20.9,68
"Candies, NESTLE, AFTER EIGHT Mints",Snack,1810,1.67,11.9,79.5
"Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar",Snack,1820,2.6,12.8,77.8
"Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars",Snack,502,4.91,24.8,64.8
"Candies, MARS SNACKFOOD US, TWIX Peanut Butter Cookie Bars",Snack,547,9.18,32.7,54.1
"Candies, WHATCHAMACALLIT Candy Bar",Snack,494,8.04,23.7,63.2
Chewing gum,Snack,1510,0,0.3,96.7
"Egg custards, dry mix",Snack,410,6.9,6.4,82.8
"Egg custards, dry mix, prepared with whole milk",Snack,512,3.99,4,17.6
"Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa",Snack,1720,20,10,60
"Gelatin desserts, dry mix",Snack,381,7.8,0,90.5
"Candies, YORK BITES",Snack,1650,1.78,7.32,81.6
"Desserts, mousse, chocolate, prepared-from-recipe",Snack,225,4.14,16,16.1
"Puddings, chocolate, ready-to-eat",Snack,593,2.09,4.6,23
"Puddings, chocolate, dry mix, instant",Snack,378,2.3,1.9,87.9
"Puddings, chocolate, dry mix, regular, prepared with 2% milk",Snack,463,3.28,2.06,19.8
"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",Snack,107,2.9,2.3,19.2
"Puddings, rice, ready-to-eat",Snack,108,3.23,2.15,18.4
"Puddings, rice, dry mix",Snack,376,2.7,0.1,91.2
"Puddings, vanilla, dry mix, instant",Snack,1580,0,0.6,92.9
"Puddings, vanilla, dry mix, instant, prepared with whole milk",Snack,114,2.7,2.9,19.7
"Puddings, lemon, dry mix, instant, prepared with 2% milk",Snack,449,2.76,1.71,20.2
"Egg custards, dry mix, prepared with 2% milk",Snack,112,4.13,2.83,17.6
"Puddings, vanilla, dry mix, regular, prepared with 2% milk",Snack,425,2.94,1.73,18.5
"Rennin, chocolate, dry mix, prepared with 2% milk",Snack,357,3.24,2.06,13.5
"Rennin, vanilla, dry mix, prepared with 2% milk",Snack,324,3.06,1.77,12.3
"Candies, praline, prepared-from-recipe",Snack,2030,3.3,25.9,59.6
"Desserts, rennin, vanilla, dry mix",Snack,383,0,0,99
"Rennin, vanilla, dry mix, prepared with whole milk",Snack,371,3.03,3.07,12.2
"Desserts, rennin, tablets, unsweetened",Snack,84,1,0.1,19.8
"Frostings, chocolate, creamy, ready-to-eat",Snack,397,1.1,17.6,63.2
"Flan, caramel custard, dry mix, prepared with whole milk",Snack,475,2.95,3,18.7
"Puddings, vanilla, ready-to-eat, fat free",Snack,89,2.02,0,20.2
"Puddings, tapioca, ready-to-eat, fat free",Snack,94,1.44,0.35,21.3
"Puddings, chocolate, ready-to-eat, fat free",Snack,390,1.93,0.3,20.9
"Frostings, chocolate, creamy, dry mix, prepared with butter",Snack,1710,1.11,13.1,71.8
"Candies, HEATH BITES",Snack,2220,3.94,30.4,63.4
"Frostings, vanilla, creamy, dry mix",Snack,410,0.3,4.9,93.8
"Frostings, white, fluffy, dry mix",Snack,371,2.3,0,94.9
"Candies, MARS SNACKFOOD US, DOVE Milk Chocolate",Snack,2280,5.94,31.7,59.8
"Candies, MARS SNACKFOOD US, DOVE Dark Chocolate",Snack,520,5.19,32.4,59.4
"Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered",Snack,1940,4.28,19.2,68.5
"Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered",Snack,458,3.82,20.4,67.6
"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",Snack,373,0.1,3.5,85.2
"Ice creams, chocolate",Snack,216,3.8,11,28.2
"Ice creams, strawberry",Snack,192,3.2,8.4,27.6
"Snacks, FARLEY CANDY, FARLEY Fruit Snacks, with vitamins A, C, and E",Snack,341,4.4,0,80.9
"Frozen novelties, ice type, italian, restaurant-prepared",Snack,222,0.03,0.02,13.5
"Frozen novelties, ice type, pop",Snack,331,0,0.24,19.2
"Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies",Snack,1990,4.28,19.3,72.4
"Frozen yogurts, vanilla, soft-serve",Snack,159,4,5.6,24.2
"Fruit butters, apple",Snack,724,0.39,0.3,42.5
"Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",Snack,1980,3.24,21.1,67.7
"Candies, MARS SNACKFOOD US, SNICKERS Almond bar",Snack,1970,5.4,22.4,64.7
"Marmalade, orange",Snack,1030,0.3,0,66.3
Molasses,Snack,290,0,0.1,74.7
"Pectin, unsweetened, dry mix",Snack,325,0.3,0.3,90.4
"Pie fillings, apple, canned",Snack,420,0.1,0.1,26.1
"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits",Snack,1710,0.41,8.31,82.8
"Pie fillings, canned, cherry",Snack,481,0.37,0.07,28
"Puddings, banana, dry mix, regular, prepared with whole milk",Snack,463,2.74,2.89,18.4
"Puddings, coconut cream, dry mix, instant",Snack,1740,0.9,10,83.5
"Puddings, coconut cream, dry mix, instant, prepared with whole milk",Snack,117,2.9,3.5,19.1
"Puddings, coconut cream, dry mix, regular",Snack,1810,1,11.4,81.8
"Puddings, coconut cream, dry mix, regular, prepared with whole milk",Snack,114,3,3.8,17.7
"Puddings, lemon, dry mix, instant, prepared with whole milk",Snack,115,2.7,2.9,20.1
"Puddings, lemon, dry mix, regular",Snack,363,0.1,0.5,91.8
"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water",Snack,109,0.65,1.12,24.2
"Sugars, brown",Snack,1590,0.12,0,98.1
"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",Snack,153,1.4,0.97,34.6
"Syrups, chocolate, fudge-type",Snack,350,4.6,8.9,62.9
"Syrups, corn, dark",Snack,286,0,0,77.6
"Syrups, corn, light",Snack,283,0,0.2,76.8
"Syrups, table blends, pancake, with 2% maple",Snack,265,0,0.1,69.6
"Syrups, table blends, corn, refiner, and sugar",Snack,319,0,0,83.9
"Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies",Snack,1680,0.19,4.25,90.8
"Toppings, butterscotch or caramel",Snack,216,1.21,0,57
"Candies, MARS SNACKFOOD US, SKITTLES Sours Original",Snack,401,0.18,4,91
"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",Snack,405,0.19,4.37,90.8
"Frostings, vanilla, creamy, dry mix, prepared with margarine",Snack,1730,0.34,12.7,74.3
"Frostings, chocolate, creamy, dry mix, prepared with margarine",Snack,1690,1.1,12.9,71
"Candies, divinity, prepared-from-recipe",Snack,364,1.32,0.06,89
"Frozen novelties, ice type, pineapple-coconut",Snack,113,0,2.6,23.9
"Frozen yogurts, chocolate, soft-serve",Snack,160,4,6,24.9
"Snacks, banana chips",Snack,2170,2.3,33.6,58.4
"Snacks, beef sticks, smoked",Lunch,550,21.5,49.6,5.4
"Snacks, pork skins, barbecue-flavor",Snack,538,57.9,31.8,1.6
"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",Snack,359,1.42,7.17,72.2
"Snack, potato chips, made from dried potatoes, plain",Snack,545,4.62,35.3,55.4
"Snacks, potato sticks",Snack,522,6.7,34.4,53.3
"Snacks, rice cakes, brown rice, rye",Snack,386,8.1,3.8,79.9
"Snacks, sesame sticks, wheat-based, salted",Snack,541,10.9,36.7,46.5
"Snacks, corn cakes",Snack,387,8.1,2.4,83.4
"Snacks, tortilla chips, nacho-flavor, reduced fat",Snack,445,8.7,15.2,71.6
"Tortilla chips, low fat, baked without fat",Snack,448,11,5.7,80.2
"Cheese puffs and twists, corn based, baked, low fat",Snack,1810,8.5,12.1,72.4
"Snacks, granola bar, fruit-filled, nonfat",Snack,342,5.9,0.9,77.6
"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",Snack,1530,4.22,8.67,67.6
"Snacks, tortilla chips, low fat, made with olestra, nacho cheese",Snack,318,8.44,3.53,65.2
"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",Snack,253,5.06,0.93,56
"Snacks, taro chips",Snack,498,2.3,24.9,68.1
"Puddings, banana, dry mix, instant, with added oil",Snack,386,0,4.4,89
"Cornmeal, degermed, enriched, yellow",Snack,370,7.11,1.75,79.4
"Cornmeal, yellow, self-rising, bolted, plain, enriched",Snack,334,8.28,3.4,70.3
"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",Snack,348,8.41,2.85,73.4
"Cornmeal, yellow, self-rising, degermed, enriched",Snack,355,8.41,1.72,74.8
"Millet, cooked",Snack,119,3.51,1,23.7
"Oat bran, raw",Snack,246,17.3,7.03,66.2
"Oat bran, cooked",Snack,40,3.21,0.86,11.4
"Quinoa, uncooked",Snack,1540,14.1,6.07,64.2
"Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)",Snack,112,2.32,0.83,23.5
"Rice, brown, parboiled, dry, UNCLE BEN'S",Snack,370,7.6,2.75,78.7
"Rice, white, long-grain, regular, raw, enriched",Snack,1530,7.13,0.66,80
"Rice, white, long-grain, regular, enriched, cooked",Snack,130,2.69,0.28,28.2
"Rice, white, medium-grain, raw, enriched",Snack,360,6.61,0.58,79.3
"Rice, white, medium-grain, enriched, cooked",Snack,130,2.38,0.21,28.6
"Rice, white, short-grain, enriched, uncooked",Snack,358,6.5,0.52,79.2
"Rice, white, short-grain, enriched, cooked",Snack,130,2.36,0.19,28.7
"Rice, white, glutinous, unenriched, uncooked",Snack,370,6.81,0.55,81.7
Rye grain,Snack,338,10.3,1.63,75.9
"Rye flour, dark",Snack,1360,15.9,2.22,68.6
"Rye flour, medium",Snack,349,10.9,1.52,75.4
"Rye flour, light",Snack,1490,9.82,1.33,76.7
"Triticale flour, whole-grain",Snack,338,13.2,1.81,73.1
"Wheat, hard red spring",Snack,329,15.4,1.92,68
"Wheat, hard red winter",Snack,327,12.6,1.54,71.2
"Wheat, soft red winter",Snack,331,10.4,1.56,74.2
"Wheat germ, crude",Snack,360,23.2,9.72,51.8
"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",Snack,1420,13.2,2.5,72
"Wheat flour, white, all-purpose, enriched, bleached",Snack,364,10.3,0.98,76.3
"Wheat flour, white, all-purpose, self-rising, enriched",Snack,1480,9.89,0.97,74.2
"Wheat flour, white, bread, enriched",Snack,1510,12,1.66,72.5
"Wild rice, cooked",Snack,101,3.99,0.34,21.3
"Rice flour, brown",Snack,363,7.23,2.78,76.5
"Pasta, gluten-free, corn, dry",Snack,357,7.46,2.08,79.3
"Pasta, gluten-free, corn, cooked",Snack,126,2.63,0.73,27.9
"Pasta, homemade, made with egg, cooked",Snack,130,5.28,1.74,23.5
"Pasta, homemade, made without egg, cooked",Snack,124,4.37,0.98,25.1
"Macaroni, vegetable, enriched, dry",Snack,367,13.1,1.04,74.9
"Macaroni, vegetable, enriched, cooked",Snack,128,4.53,0.11,26.6
"Noodles, chinese, chow mein",Snack,471,10.9,21.2,63.6
"Noodles, japanese, soba, dry",Snack,336,14.4,0.71,74.6
"Noodles, japanese, soba, cooked",Snack,99,5.06,0.1,21.4
"Noodles, japanese, somen, dry",Snack,356,11.4,0.81,74.1
"Noodles, japanese, somen, cooked",Snack,131,4,0.18,27.5
"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",Snack,625,5.99,1.71,30.1
"Spaghetti, spinach, dry",Snack,372,13.4,1.57,74.8
"Spaghetti, spinach, cooked",Snack,130,4.58,0.63,26.2
"Wheat flours, bread, unenriched",Snack,361,12,1.66,72.5
"Rice noodles, cooked",Snack,454,1.79,0.2,24
"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",Snack,1520,13.5,2.68,73.1
"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked",Snack,159,5.82,1.5,31.5
"Quinoa, cooked",Snack,120,4.4,1.92,21.3
"Teff, cooked",Snack,101,3.87,0.65,19.9
"Noodles, egg, cooked, enriched, with added salt",Snack,578,4.54,2.07,25.2
"Corn grain, white",Snack,365,9.42,4.74,74.3
"Corn flour, whole-grain, blue (harina de maiz morado)",Snack,364,8.75,5.09,73.9
"Cornmeal, degermed, enriched, white",Snack,370,7.11,1.75,79.4
"Cornmeal, white, self-rising, bolted, plain, enriched",Snack,334,8.28,3.4,70.3
"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",Snack,348,8.41,2.85,73.4
"Cornmeal, white, self-rising, degermed, enriched",Snack,355,8.41,1.72,74.8
"Noodles, egg, unenriched, cooked, without added salt",Snack,578,4.54,2.07,25.2
"Pasta, dry, unenriched",Snack,371,13,1.51,74.7
"Pasta, cooked, unenriched, without added salt",Snack,660,5.8,0.93,30.9
"Cornmeal, degermed, unenriched, yellow",Snack,1550,7.11,1.75,79.4
"Rice, white, medium-grain, cooked, unenriched",Snack,130,2.38,0.21,28.6
"Rice, white, short-grain, raw, unenriched",Snack,358,6.5,0.52,79.2
"Rice, white, short-grain, cooked, unenriched",Snack,130,2.36,0.19,28.7
"Semolina, unenriched",Snack,360,12.7,1.05,72.8
"Spaghetti, protein-fortified, cooked, enriched (n x 6.25)",Snack,164,8.86,0.21,30.9
"Rice, white, long-grain, regular, cooked, unenriched, with salt",Snack,544,2.69,0.28,28.2
"Wheat flour, white, all-purpose, enriched, unbleached",Snack,364,10.3,0.98,76.3
"Spaghetti, protein-fortified, dry, enriched (n x 6.25)",Snack,374,21.8,2.23,65.6
"Wheat flour, white (industrial), 10% protein, unbleached, enriched",Snack,1530,9.71,1.48,76.2
"Wheat flour, white (industrial), 11.5% protein, bleached, enriched",Snack,363,11.5,1.45,73.8
"Wheat flour, white (industrial), 11.5% protein, bleached, unenriched",Snack,1520,11.5,1.45,73.8
"Wheat flour, white (industrial), 11.5% protein, unbleached, enriched",Snack,363,11.5,1.45,73.8
"Wheat flour, white (industrial), 13% protein, bleached, enriched",Snack,1510,13.1,1.38,72.2
"Sorghum flour, whole-grain",Snack,1500,8.43,3.34,76.6
"Wheat flour, whole-grain, soft wheat",Snack,332,9.61,1.95,74.5
"Potatoes, yellow fleshed, hash brown, shredded, salt added in processing, frozen, unprepared",Snack,338,2.04,0.07,18
"Potatoes, french fried, wedge cut, frozen, unprepared",Snack,677,2.56,7.47,22.2
"Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared",Snack,134,2.4,3.42,24.3
"Potatoes, french fried, cross cut, frozen, unprepared",Snack,784,2.7,10,23
